tweet_id,retweet_count,favorite_count
865359393868664832,4710,25368
865006731092295680,7249,26840
864873206498414592,8197,30959
864279568663928832,2848,13982
864197398364647424,8358,28801
863907417377173506,3910,19766
863553081350529029,3957,14651
863471782782697472,2296,0
863432100342583297,4957,22863
863427515083354112,91,2127
863079547188785154,1049,8451
863062471531167744,2296,8131
862831371563274240,4871,18449
862722525377298433,3349,16431
862457590147678208,4676,19682
862096992088072192,21963,71497
861383897657036800,10171,34757
861288531465048066,3924,16540
861005113778896900,3628,16083
860981674716409858,2041,0
860924035999428608,762,0
860563773140209665,2041,7223
860524505164394496,5048,22786
860276583193509888,3334,17724
860184849394610176,5567,16099
860177593139703809,29470,0
859924526012018688,3907,18914
859851578198683649,3346,14898
859607811541651456,1490,17989
859196978902773760,28781,86885
859074603037188101,13025,32718
858860390427611136,7765,0
858843525470990336,3335,15082
858471635011153920,4646,20814
858107933456039936,2786,15264
857989990357356544,2488,15596
857746408056729600,10194,33214
857393404942143489,1572,5714
857263160327368704,4342,19457
857214891891077121,17,219
857062103051644929,163,0
857029823797047296,3838,18333
856543823941562368,2774,15872
856526610513747968,1805,11547
856330835276025856,645,0
856288084350160898,15,503
856282028240666624,6066,27024
855862651834028034,25,331
855860136149123072,944,4807
855857698524602368,2041,11562
855851453814013952,17407,44573
855818117272018944,5246,26000
855459453768019968,7948,29115
855245323840757760,5776,0
855138241867124737,42,0
854732716440526848,5892,22266
854482394044301312,6681,28679
854365224396361728,4552,18484
854120357044912130,7271,31341
854010172552949760,3066,15912
853760880890318849,5587,28030
853639147608842240,9807,34035
853299958564483072,3470,15219
852936405516943360,1951,0
852912242202992640,1777,8888
852672615818899456,2104,14654
852553447878664193,3397,16038
852311364735569921,9735,32615
852226086759018497,6701,19678
852189679701164033,1553,11282
851861385021730816,19,0
851591660324737024,3414,16045
851464819735769094,6921,23927
851224888060895234,5627,20415
850753642995093505,8985,30438
850380195714523136,2566,12928
850333567704068097,324,3418
850145622816686080,3737,16136
850019790995546112,4800,20198
849776966551130114,7499,30138
849668094696017920,4884,0
849412302885593088,3117,15712
849336543269576704,1877,11309
849051919805034497,8364,41954
848690551926992896,4261,24980
848324959059550208,4550,24509
848213670039564288,722,8106
848212111729840128,3005,16193
847978865427394560,3218,0
847971574464610304,425,0
847962785489326080,5023,23326
847842811428974592,1317,5400
847617282490613760,410,6943
847606175596138505,3387,18639
847251039262605312,4271,20382
847157206088847362,5790,19751
847116187444137987,3148,21329
846874817362120707,3890,19994
846514051647705089,11457,44385
846505985330044928,3041,14028
846153765933735936,8972,31462
846139713627017216,9935,30888
846042936437604353,2842,15912
845812042753855489,8633,29122
845677943972139009,4757,25088
845397057150107648,1791,7605
845306882940190720,5358,23260
845098359547420673,7599,0
844979544864018432,2541,13586
844973813909606400,3168,15043
844580511645339650,3111,16426
844223788422217728,2182,13617
843981021012017153,2929,15160
843856843873095681,4594,21411
843604394117681152,2734,16860
843235543001513987,6002,21488
842846295480000512,3626,15260
842765311967449089,1278,6736
842535590457499648,3492,18094
842163532590374912,5776,24449
842115215311396866,3023,13981
841833993020538882,15074,0
841680585030541313,7789,25727
841439858740625411,3687,12670
841320156043304961,5490,19805
841314665196081154,4651,15849
841077006473256960,5301,22906
840761248237133825,1764,0
840728873075638272,16137,0
840698636975636481,1,174
840696689258311684,973,12310
840632337062862849,1764,9022
840370681858686976,4539,16497
840268004936019968,5747,19305
839990271299457024,2277,13453
839549326359670784,7765,27539
839290600511926273,144,0
839239871831150596,6540,27226
838952994649550848,4010,19719
838921590096166913,2070,11198
838916489579200512,34,0
838831947270979586,11036,0
838561493054533637,1339,10981
838476387338051585,4783,22604
838201503651401729,10092,0
838150277551247360,332,1680
838085839343206401,1,141
838083903487373313,3142,17714
837820167694528512,7887,34291
837482249356513284,443,3858
837471256429613056,2282,12861
837110210464448512,2370,16137
836989968035819520,2295,12824
836753516572119041,4659,19426
836677758902222849,2236,12670
836648853927522308,554,0
836397794269200385,27651,0
836380477523124226,3004,14843
836260088725786625,4321,21439
836001077879255040,4287,19207
835685285446955009,8181,0
835574547218894849,3643,17911
835536468978302976,1710,0
835309094223372289,21099,0
835297930240217089,3034,16583
835264098648616962,1710,7788
835246439529840640,73,2116
835172783151792128,5800,26349
835152434251116546,3037,22572
834931633769889797,1657,10883
834786237630337024,5538,21491
834574053763584002,2555,13765
834477809192075265,10729,0
834458053273591808,1696,9685
834209720923721728,4798,20753
834167344700198914,3685,15947
834089966724603904,2151,10130
834086379323871233,2225,13172
833863086058651648,2426,13515
833826103416520705,3803,18187
833732339549220864,222,0
833722901757046785,3253,20969
833479644947025920,2069,14967
833124694597443584,4884,20364
832998151111966721,2222,13382
832769181346996225,39,0
832757312314028032,3658,16998
832682457690300417,2946,11982
832645525019123713,533,2953
832636094638288896,2813,15985
832397543355072512,2237,12069
832369877331693569,3218,17334
832273440279240704,2357,11451
832215909146226688,6262,0
832215726631055365,9430,0
832088576586297345,2,64
832040443403784192,9713,0
832032802820481025,4700,18046
831939777352105988,6200,24241
831926988323639298,34,343
831911600680497154,6577,27887
831670449226514432,1842,10547
831650051525054464,1951,7230
831552930092285952,2335,9071
831322785565769729,1569,9359
831315979191906304,1134,6609
831309418084069378,2485,11872
831262627380748289,2068,12030
830956169170665475,1514,8065
830583320585068544,16977,67587
830173239259324417,5755,0
830097400375152640,2984,9926
829878982036299777,5087,0
829861396166877184,1975,12366
829501995190984704,10729,32130
829449946868879360,2053,10568
829141528400556032,7450,24703
829011960981237760,16498,53719
828801551087042563,3452,0
828770345708580865,5941,25880
828708714936930305,11331,36941
828650029636317184,1367,9621
828409743546925057,1179,6423
828408677031882754,1306,7770
828381636999917570,2244,12743
828376505180889089,1087,7467
828372645993398273,2981,12703
828361771580813312,173,2221
828046555563323392,2913,11915
828011680017821696,2172,10482
827933404142436356,5316,20360
827653905312006145,3057,15679
827600520311402496,954,7528
827324948884643840,3100,16057
827199976799354881,2257,10711
826958653328592898,5087,21866
826848821049180160,10319,36833
826615380357632002,4037,0
826598799820865537,256,5186
826598365270007810,2381,10184
826476773533745153,4258,18661
826240494070030336,2644,13478
826204788643753985,937,4945
826115272272650244,3186,15867
825876512159186944,1900,10611
825829644528148480,2521,12911
825535076884762624,17788,57567
825147591692263424,4609,18573
825120256414846976,1282,0
825026590719483904,1282,6400
824796380199809024,5583,0
824775126675836928,3578,15160
824663926340194305,1770,10244
824325613288833024,10684,11994
824297048279236611,3934,15284
824025158776213504,604,4896
823939628516474880,2749,10784
823719002937630720,11398,0
823699002998870016,2561,14188
823581115634085888,2671,13230
823333489516937216,25,712
823322678127919110,4101,15975
823269594223824897,10062,0
822975315408461824,3513,17569
822872901745569793,44078,133749
822859134160621569,2327,13493
822647212903690241,6533,0
822610361945911296,3011,15055
822489057087389700,6533,18449
822462944365645825,14606,28542
822244816520155136,10062,35526
822163064745328640,4876,0
821886076407029760,2354,11511
821813639212650496,3413,0
821765923262631936,1686,8560
821522889702862852,1798,8160
821421320206483457,5708,0
821407182352777218,4435,11993
821153421864615936,10,261
821149554670182400,2031,8808
821107785811234820,2174,9753
821044531881721856,2322,12867
820837357901512704,6869,0
820749716845686786,10092,32103
820690176645140481,3295,12425
820494788566847489,573,0
820446719150292993,2618,0
820314633777061888,573,3402
820078625395449857,6423,20174
820013781606658049,1200,0
819952236453363712,1200,5417
819924195358416896,4963,13128
819711362133872643,3174,13651
819588359383371776,2028,9811
819347104292290561,1230,7357
819238181065359361,413,2315
819227688460238848,6869,23505
819015337530290176,37628,0
819015331746349057,19341,0
819006400881917954,19341,46119
819004803107983360,37628,88517
818646164899774465,21449,0
818627210458333184,7689,22807
818614493328580609,2621,10026
818588835076603904,6284,0
818536468981415936,2516,11103
818307523543449600,8273,0
818259473185828864,2326,11240
818145370475810820,2624,12533
817908911860748288,822,4949
817827839487737858,27651,52725
817777686764523521,2747,10948
817536400337801217,3035,11994
817502432452313088,3467,0
817423860136083457,15074,34559
817415592588222464,971,5717
817181837579653120,8654,0
817171292965273600,2067,8946
817120970343411712,2657,12451
817056546584727552,1682,8769
816829038950027264,4818,0
816816676327063552,2080,10224
816697700272001025,2240,10004
816450570814898180,8273,31101
816336735214911488,1989,8790
816091915477250048,2189,9111
816062466425819140,1049,0
816014286006976512,5395,0
815990720817401858,1049,5062
815966073409433600,8654,22869
815745968457060357,4238,0
815736392542261248,2325,10057
815639385530101762,1682,8401
815390420867969024,3893,10586
814986499976527872,1311,7819
814638523311648768,2766,11503
814578408554463233,5964,0
814530161257443328,1907,8833
814153002265309185,8894,29410
813944609378369540,3257,0
813910438903693312,1915,9499
813812741911748608,14324,37213
813800681631023104,1808,8508
813217897535406080,7482,19052
813202720496779264,1850,9441
813187593374461952,4470,20333
813172488309972993,1976,9483
813157409116065792,2267,7950
813142292504645637,2438,8659
813130366689148928,458,4586
813127251579564032,3207,12130
813112105746448384,2810,10551
813096984823349248,3705,10802
813081950185472002,2840,10110
813066809284972545,2002,8145
813051746834595840,7543,21455
812781120811126785,1954,7758
812709060537683968,1467,6774
812503143955202048,1252,6212
812466873996607488,1985,8153
812372279581671427,3758,13981
811985624773361665,1438,7431
811744202451197953,1637,7719
811647686436880384,760,5733
811627233043480576,3158,13080
811386762094317568,6551,21418
810984652412424192,1470,5469
810896069567610880,1813,9235
810657578271330305,2719,11238
810284430598270976,11608,36115
810254108431155201,3452,15054
809920764300447744,4037,15901
809808892968534016,5031,0
809448704142938112,1503,7106
809220051211603969,5755,20404
809084759137812480,3617,13568
808838249661788160,3125,10353
808733504066486276,2226,8103
808501579447930884,2679,11575
808344865868283904,21449,43626
808134635716833280,6092,0
808106460588765185,2265,9003
808001312164028416,3626,12856
807621403335917568,3735,14939
807106840509214720,57042,121268
807059379405148160,7547,0
807010152071229440,3961,13387
806629075125202948,35677,76633
806620845233815552,5685,0
806576416489959424,1996,5009
806542213899489280,2421,10479
806242860592926720,11959,0
806219024703037440,1224,6590
805958939288408065,5513,0
805932879469572096,1969,8489
805826884734976000,1880,6737
805823200554876929,8259,0
805520635690676224,1709,5893
805487436403003392,2590,9008
805207613751304193,1763,8023
804738756058218496,3930,14027
804475857670639616,2068,6294
804413760345620481,3324,0
804026241225523202,16616,45625
803773340896923648,2826,10325
803692223237865472,7628,0
803638050916102144,4252,11228
803380650405482500,1917,7970
803321560782307329,5471,0
803276597545603072,2526,10280
802952499103731712,2068,9245
802624713319034886,2984,0
802600418706604034,1508,7286
802572683846291456,2580,9158
802323869084381190,6000,16629
802265048156610565,1415,6939
802239329049477120,2697,9301
802185808107208704,279,0
801958328846974976,1756,7930
801854953262350336,243,1825
801538201127157760,2122,8422
801285448605831168,848,6213
801167903437357056,6092,25117
801127390143516673,4061,0
801115127852503040,2165,8288
800859414831898624,98,701
800855607700029440,1659,0
800751577355128832,2872,10821
800513324630806528,3072,13476
800459316964663297,2233,9750
800443802682937345,4434,0
800388270626521089,2886,11441
800188575492947969,4055,0
800141422401830912,2618,15680
800018252395122689,13544,29120
799774291445383169,4823,0
799757965289017345,2217,8616
799422933579902976,1977,8257
799308762079035393,5624,0
799297110730567681,2840,10153
799063482566066176,2531,8279
798933969379225600,4604,13429
798925684722855936,1479,7674
798705661114773508,6829,0
798701998996647937,8011,0
798697898615730177,6676,0
798694562394996736,5099,0
798686750113755136,2401,0
798682547630837760,4850,0
798673117451325440,5698,0
798665375516884993,4019,0
798644042770751489,1904,0
798628517273620480,2028,0
798585098161549313,5877,0
798576900688019456,6012,0
798340744599797760,3444,0
798209839306514432,2629,10691
797971864723324932,3198,11910
797545162159308800,5005,14920
797236660651966464,6778,20453
797165961484890113,26,231
796904159865868288,9174,0
796865951799083009,1971,7883
796759840936919040,3133,12140
796563435802726400,7469,0
796484825502875648,1812,7769
796387464403357696,4275,11295
796177847564038144,14702,0
796149749086875649,14702,33092
796125600683540480,1858,5092
796116448414461957,2482,9337
796080075804475393,2381,8667
796031486298386433,3822,11084
795464331001561088,24352,50932
795400264262053889,2961,10333
795076730285391872,5583,16622
794983741416415232,3472,0
794926597468000259,2374,10533
794355576146903043,10606,0
794332329137291264,2747,9822
794205286408003585,3404,9454
793962221541933056,5031,17267
793845145112371200,1923,9468
793614319594401792,3223,0
793601777308463104,1674,8180
793500921481273345,2445,10948
793286476301799424,9430,25236
793271401113350145,2462,8931
793256262322548741,8586,20500
793241302385262592,3386,10796
793226087023144960,2947,10099
793210959003287553,2874,9160
793195938047070209,5798,15698
793180763617361921,2061,7122
793165685325201412,2862,9672
793150605191548928,1746,6344
793135492858580992,2558,6614
793120401413079041,4028,13014
792913359805018113,4087,14702
792883833364439040,4389,11603
792773781206999040,1728,7548
792394556390137856,4415,13792
792050063153438720,1856,7344
791821351946420224,21680,0
791784077045166082,9871,0
791780927877898241,3929,0
791774931465953280,22846,46272
791672322847637504,3223,12052
791406955684368384,4238,13465
791312159183634433,2609,9004
791026214425268224,4211,0
790987426131050500,2196,10087
790946055508652032,4818,17073
790723298204217344,2375,0
790698755171364864,1980,8424
790581949425475584,7363,21174
790337589677002753,1925,8026
790277117346975746,3257,12875
790227638568808452,3664,0
789986466051088384,2375,9495
789960241177853952,4230,0
789903600034189313,4235,10621
789628658055020548,1823,7685
789599242079838210,1977,6935
789530877013393408,3472,12037
789314372632018944,2358,8860
789280767834746880,5088,0
789268448748703744,2674,9326
789137962068021249,2880,9959
788908386943430656,12783,28077
788765914992902144,10606,28034
788552643979468800,7372,0
788412144018661376,5413,15937
788178268662984705,2150,7404
788150585577050112,1325,6272
788070120937619456,3519,0
788039637453406209,1359,6268
787810552592695296,3134,8847
787717603741622272,2857,10503
787397959788929025,2914,11139
787322443945877504,1786,7975
787111942498508800,6913,0
786963064373534720,8181,27251
786729988674449408,2478,0
786709082849828864,6262,18681
786664955043049472,2625,10867
786595970293370880,3196,9652
786363235746385920,3599,11143
786286427768250368,2919,8162
786233965241827333,4876,15620
786051337297522688,159,1458
786036967502913536,7203,0
785927819176054784,3262,11648
785872687017132033,1865,6853
785639753186217984,2290,8023
785533386513321988,2040,9318
785515384317313025,1291,6254
785264754247995392,1680,7429
785170936622350336,4954,12311
784826020293709826,3324,10358
784517518371221505,2594,9182
784431430411685888,1307,5834
784183165795655680,8259,20549
784057939640352768,11398,30451
783839966405230592,11036,30695
783821107061198850,2018,7513
783695101801398276,3293,10690
783466772167098368,2305,8646
783391753726550016,5621,17253
783347506784731136,5683,0
783334639985389568,11959,29773
783085703974514689,2252,8340
782969140009107456,7547,24643
782747134529531904,1441,7643
782722598790725632,5513,17652
782598640137187329,1918,7963
782305867769217024,5708,17013
782021823840026624,6352,0
781955203444699136,3452,11376
781661882474196992,2779,10667
781655249211752448,1148,4082
781524693396357120,5685,21176
781308096455073793,2604,7292
781251288990355457,2122,8597
781163403222056960,2796,10007
780931614150983680,7469,22096
780858289093574656,2050,7339
780800785462489090,1328,5603
780601303617732608,3413,12363
780543529827336192,1776,6443
780496263422808064,3783,0
780476555013349377,116,0
780459368902959104,1101,5403
780192070812196864,2294,8878
780092040432480260,2348,0
780074436359819264,5076,12455
779834332596887552,7203,19305
779377524342161408,3172,8986
779124354206535695,18726,0
779056095788752897,4619,15077
778990705243029504,7367,20384
778774459159379968,10119,0
778764940568104960,372,885
778748913645780993,1341,7030
778650543019483137,1540,5886
778624900596654080,1029,4726
778408200802557953,4430,13889
778396591732486144,12497,0
778383385161035776,1123,5956
778286810187399168,3363,10588
778039087836069888,2699,8659
778027034220126208,1650,6680
777953400541634568,3594,0
777885040357281792,1660,6474
777684233540206592,2984,11452
777641927919427584,4315,0
777621514455814149,2548,8933
777189768882946048,4378,14537
776819012571455488,13961,0
776813020089548800,1234,4965
776477788987613185,2832,8999
776249906839351296,9323,0
776218204058357768,16185,30472
776201521193218049,2556,9797
776113305656188928,4434,11988
776088319444877312,154,1879
775898661951791106,16852,0
775842724423557120,2706,11922
775733305207554048,4061,14102
775729183532220416,4678,13201
775364825476165632,3024,7537
775350846108426240,3973,10336
775085132600442880,4823,15845
774757898236878852,1819,8751
774639387460112384,1758,6860
774314403806253056,5624,22154
773985732834758656,3945,10918
773922284943896577,1777,6504
773704687002451968,1658,6717
773670353721753600,1335,5436
773547596996571136,6284,22498
773336787167145985,5176,0
773308824254029826,7599,23699
773247561583001600,3296,9620
773191612633579521,4217,10167
772877495989305348,3949,8712
772826264096874500,2391,8195
772615324260794368,3440,0
772581559778025472,1724,6612
772193107915964416,1418,6141
772152991789019136,1151,3870
772117678702071809,751,3833
772114945936949249,475,2768
772102971039580160,952,4064
771908950375665664,1935,6688
771770456517009408,3444,12203
771500966810099713,2651,8396
771380798096281600,5176,10669
771171053431250945,7617,0
771136648247640064,2976,9294
771102124360998913,1462,6342
771014301343748096,1683,6998
770787852854652928,1220,5005
770772759874076672,1439,5262
770655142660169732,1796,7453
770414278348247044,2131,6421
770293558247038976,1504,6342
770093767776997377,3106,0
770069151037685760,2330,7708
769940425801170949,9713,31861
769695466921623552,1699,6515
769335591808995329,7848,0
769212283578875904,1752,5482
768970937022709760,6611,14587
768909767477751808,2719,0
768855141948723200,902,4268
768609597686943744,1224,4184
768596291618299904,1299,5114
768554158521745409,5924,0
768473857036525572,3478,13824
768193404517830656,3594,11040
767884188863397888,1404,4816
767754930266464257,5471,16239
767500508068192258,2377,7610
767191397493538821,3821,12471
767122157629476866,2902,10314
766864461642756096,5718,0
766793450729734144,1368,5143
766714921925144576,383,2643
766693177336135680,811,4068
766423258543644672,1612,6087
766313316352462849,1913,6889
766078092750233600,2665,0
766069199026450432,865,4292
766008592277377025,502,3801
765719909049503744,2176,7332
765669560888528897,1239,5262
765395769549590528,3421,26924
765371061932261376,2194,7168
765222098633691136,3440,11790
764857477905154048,1798,6543
764259802650378240,1523,6098
763956972077010945,56,767
763837565564780549,4211,12764
763183847194451968,1489,5447
763167063695355904,3063,0
763103485927849985,2319,7456
762699858130116608,3664,12305
762471784394268675,6513,11353
762464539388485633,4230,10440
762316489655476224,1138,4861
762035686371364864,15745,32311
761976711479193600,2034,5472
761750502866649088,3967,0
761745352076779520,874,4319
761672994376806400,29470,50119
761599872357261312,1200,4176
761371037149827077,18288,0
761334018830917632,1470,5250
761292947749015552,1096,4539
761227390836215808,1587,5378
761004547850530816,3519,11470
760893934457552897,989,3861
760656994973933572,1933,6671
760641137271070720,1316,5032
760539183865880579,3672,7664
760521673607086080,1403,4267
760290219849637889,11655,27142
760252756032651264,879,3983
760190180481531904,1827,5763
760153949710192640,31,0
759943073749200896,2103,6023
759923798737051648,5718,14843
759846353224826880,2003,6809
759793422261743616,1939,6031
759557299618865152,1202,4758
759447681597108224,2478,8584
759446261539934208,494,1696
759197388317847553,1969,6143
759159934323924993,1171,0
759099523532779520,4220,14690
759047813560868866,2050,6570
758854675097526272,908,3597
758828659922702336,3876,11341
758740312047005698,1625,5795
758474966123810816,1012,3849
758467244762497024,2241,4845
758405701903519748,1929,5257
758355060040593408,1091,3436
758099635764359168,10119,19301
758041019896193024,379,2730
757741869644341248,3286,6949
757729163776290825,8037,0
757725642876129280,1225,4589
757611664640446465,1115,4607
757597904299253760,300,0
757596066325864448,1070,4380
757400162377592832,6935,15303
757393109802180609,1753,5874
757354760399941633,1438,4570
756998049151549440,2003,6356
756939218950160384,2032,6724
756651752796094464,1322,5115
756526248105566208,3625,10531
756303284449767430,1106,3983
756288534030475264,17638,43207
756275833623502848,1549,6490
755955933503782912,2912,7408
755206590534418437,5408,16628
755110668769038337,11211,21443
754874841593970688,8001,0
754856583969079297,2551,6975
754747087846248448,527,2612
754482103782404096,1974,5359
754449512966619136,736,3791
754120377874386944,2377,7955
753655901052166144,2185,5891
753420520834629632,3606,7989
753398408988139520,1925,5813
753375668877008896,2348,7720
753298634498793472,5759,0
753294487569522689,1052,3406
753039830821511168,21099,37477
753026973505581056,979,3953
752932432744185856,6913,12770
752917284578922496,1597,6983
752701944171524096,2904,0
752682090207055872,1606,6060
752660715232722944,1569,4418
752568224206688256,2301,5562
752519690950500352,3466,7431
752334515931054080,1100,3850
752309394570878976,16424,0
752173152931807232,1855,6016
751950017322246144,932,3095
751937170840121344,1347,5239
751830394383790080,1964,5860
751793661361422336,2923,5880
751598357617971201,3063,7995
751583847268179968,1118,4436
751538714308972544,1275,5087
751456908746354688,1010,3250
751251247299190784,5925,12628
751205363882532864,1835,6383
751132876104687617,1312,5116
750868782890057730,1378,4831
750719632563142656,5088,13297
750506206503038976,1152,4473
750429297815552001,4315,13276
750383411068534784,1157,4594
750381685133418496,28,705
750147208377409536,967,3128
750132105863102464,1302,3649
750117059602808832,1326,4368
750101899009982464,852,3063
750086836815486976,540,2189
750071704093859840,3370,7901
750056684286914561,901,3187
750041628174217216,623,3212
750026558547456000,793,2740
750011400160841729,909,3267
749996283729883136,824,3090
749981277374128128,2481,5158
749774190421639168,1325,4689
749417653287129088,1653,6152
749403093750648834,539,2645
749395845976588288,3460,8634
749317047558017024,2245,5537
749075273010798592,2083,5795
749064354620928000,1535,4844
749036806121881602,797,3114
748977405889503236,3409,10843
748932637671223296,2270,5860
748705597323898880,957,2795
748699167502000129,1598,4779
748692773788876800,1337,4275
748575535303884801,1986,6117
748568946752774144,671,2211
748346686624440324,1229,5253
748337862848962560,4136,7692
748324050481647620,765,3698
748307329658011649,714,3691
748220828303695873,7848,14240
747963614829678593,2154,5804
747933425676525569,2556,6638
747885874273214464,981,2961
747844099428986880,750,2833
747816857231626240,1169,4877
747651430853525504,157,1399
747648653817413632,5890,12981
747600769478692864,555,2341
747594051852075008,1059,3699
747512671126323200,1618,5573
747461612269887489,1045,3898
747439450712596480,1921,5452
747242308580548608,2911,0
747219827526344708,1579,5287
747204161125646336,925,3388
747103485104099331,3975,9612
746906459439529985,298,2906
746872823977771008,2136,6010
746818907684614144,1747,5337
746790600704425984,1610,4902
746757706116112384,3929,9616
746726898085036033,1803,6073
746542875601690625,1884,5063
746521445350707200,986,0
746507379341139972,1084,4680
746369468511756288,1634,6206
746131877086527488,2207,6936
746056683365994496,812,3567
745789745784041472,1072,4048
745712589599014916,2342,7038
745433870967832576,2546,7106
745422732645535745,2445,8606
745314880350101504,2763,7219
745074613265149952,3522,7874
745057283344719872,2273,7279
744995568523612160,624,2975
744971049620602880,2701,7912
744709971296780288,1567,5629
744334592493166593,2121,6812
744234799360020481,78231,157026
744223424764059648,367,1669
743980027717509120,1096,4186
743895849529389061,963,3654
743835915802583040,2089,0
743609206067040256,1382,4488
743595368194129920,6559,18466
743545585370791937,944,3533
743510151680958465,3731,7932
743253157753532416,1229,4241
743222593470234624,1906,6236
743210557239623680,1369,3848
742534281772302336,3584,7086
742528092657332225,1984,4438
742465774154047488,3910,7274
742423170473463808,3783,9843
742385895052087300,1974,6821
742161199639494656,1379,4351
742150209887731712,1556,5145
741793263812808706,1512,4545
741743634094141440,2760,8182
741438259667034112,839,3688
741303864243200000,3212,8797
741099773336379392,5525,10019
741067306818797568,3106,9524
740995100998766593,2751,6393
740711788199743490,940,3413
740699697422163968,787,2860
740676976021798912,6829,18207
740373189193256964,13329,35057
740365076218183684,431,2466
740359016048689152,869,3304
740214038584557568,1966,6701
739979191639244800,5924,20021
739932936087216128,1075,4057
739844404073074688,853,3811
739623569819336705,1355,3786
739606147276148736,1656,5384
739544079319588864,21282,39614
739485634323156992,2923,7166
739238157791694849,57980,115930
738891149612572673,6,111
738885046782832640,1141,3776
738883359779196928,792,3310
738537504001953792,1544,5103
738402415918125056,840,3249
738184450748633089,1205,4318
738166403467907072,3356,8791
738156290900254721,646,2513
737826014890496000,1768,5276
737800304142471168,3452,9993
737678689543020544,1319,5045
737445876994609152,4463,10270
737322739594330112,812,3614
737310737551491075,7427,14684
736736130620620800,1733,4268
736392552031657984,7372,17686
736365877722001409,1249,3984
736225175608430592,2785,8138
736010884653420544,2991,7899
735991953473572864,1152,3602
735648611367784448,1104,4029
735635087207878657,2344,6166
735274964362878976,5036,13019
735256018284875776,884,3331
735137028879360001,966,3131
734912297295085568,526,2752
734787690684657664,6272,12540
734776360183431168,543,2504
734559631394082816,395,1487
733828123016450049,782,3572
733822306246479872,1018,3671
733482008106668032,953,3145
733460102733135873,1283,4194
733109485275860992,16852,50207
732732193018155009,536,2441
732726085725589504,887,3548
732585889486888962,778,3662
732375214819057664,2513,8088
732005617171337216,5395,14899
731285275100512256,989,3488
731156023742988288,1265,3841
