tweet_id,rating_denominator,dog_name,dog_stage,rating_numerator,jpg_url,img_num,prediction1,prediction1_confidence,predict1_is_dog,prediction2,prediction2_confidence,predict2_is_dog,prediction3,prediction3_confidence,predict3_is_dog,is_dog
885984800019947520,10,Jimbo,No Entry,12.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972,True,Shih-Tzu,0.006999999999999999,True,Bernese Mountain Dog,0.006,True,True
885528943205470208,10,Maisey,No Entry,13.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369,True,Labrador Retriever,0.266,True,Kuvasz,0.135,True,True
885167619883638784,10,,No Entry,13.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.812,True,Siberian Husky,0.07200000000000001,True,Eskimo Dog,0.056,True,True
884925521741709313,10,Earl,No Entry,12.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian Greyhound,0.26,True,American Staffordshire Terrier,0.198,True,Staffordshire Bullterrier,0.128,True,True
884876753390489601,10,Lola,No Entry,13.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.8220000000000001,True,Norwich Terrier,0.106,True,Norfolk Terrier,0.037000000000000005,True,True
884562892145688576,10,Kevin,No Entry,13.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.546,True,French Bulldog,0.404,True,Brabancon Griffon,0.044,True,True
884441805382717440,10,,No Entry,14.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993,True,Cardigan,0.003,True,Chihuahua,0.002,True,True
884162670584377345,10,Yogi,Doggo,12.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German Shepherd,0.7070000000000001,True,Malinois,0.199,True,Norwegian Elkhound,0.049,True,True
883838122936631299,10,Noah,No Entry,12.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.611,True,Miniature Pinscher,0.3,True,Kelpie,0.063,True,True
883482846933004288,10,Bella,No Entry,13.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,0.943,True,Labrador Retriever,0.032,True,Kuvasz,0.006,True,True
883360690899218434,10,Grizzwald,Floofer,13.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.988,True,Tibetan Mastiff,0.006999999999999999,True,Newfoundland,0.002,True,True
882992080364220416,10,Rusty,No Entry,13.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo Dog,0.467,True,Siberian Husky,0.406,True,Dingo,0.073,False,True
882762694511734784,10,Gus,Pupper,12.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador Retriever,0.85,True,Chesapeake Bay Retriever,0.07400000000000001,True,Flat-Coated Retriever,0.016,True,True
882627270321602560,10,Stanley,No Entry,13.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.5429999999999999,True,Chihuahua,0.252,True,Cardigan,0.108,True,True
882268110199369728,10,Alfy,No Entry,13.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,0.762,True,Labrador Retriever,0.099,True,Cocker Spaniel,0.017,True,True
882045870035918850,10,Koko,No Entry,13.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web Site,0.95,False,Dhole,0.017,False,Golden Retriever,0.006999999999999999,True,True
881906580714921986,10,Rey,No Entry,12.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.292,True,Chesapeake Bay Retriever,0.279,True,Koala,0.127,False,True
881666595344535552,10,Gary,No Entry,13.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529,True,Afghan Hound,0.25,True,Golden Retriever,0.161,True,True
881536004380872706,10,,Pupper,14.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281,True,Angora,0.272,False,Persian Cat,0.115,False,True
881268444196462592,10,Elliot,No Entry,12.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473,False,Indian Elephant,0.246,False,Ibex,0.056,False,True
880935762899988482,10,Louis,No Entry,13.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street Sign,0.252,False,Umbrella,0.115,False,Traffic Light,0.07,False,True
880465832366813184,10,Bella,No Entry,12.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,0.913,True,Labrador Retriever,0.026,True,Cocker Spaniel,0.009000000000000001,True,True
880221127280381952,10,Jesse,No Entry,12.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.239,True,Meerkat,0.104,False,Clumber,0.053,True,True
880095782870896641,10,,No Entry,11.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature Pinscher,0.12,True,Rhodesian Ridgeback,0.106,True,Beagle,0.106,True,True
879862464715927552,10,Romeo,No Entry,13.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.8140000000000001,True,Beagle,0.147,True,Cocker Spaniel,0.009000000000000001,True,True
879492040517615616,10,Bailey,No Entry,12.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,0.48,True,Vizsla,0.124,True,Bath Towel,0.073,False,True
879415818425184262,10,Duddles,No Entry,13.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English Springer,0.383,True,Boston Bull,0.135,True,Cardigan,0.11,True,True
879376492567855104,10,Jack,No Entry,12.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.664,False,Labrador Retriever,0.033,True,Pembroke,0.019,True,True
879050749262655488,10,Steven,No Entry,11.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.312,False,Window Screen,0.16899999999999998,False,Egyptian Cat,0.133,False,True
879008229531029506,10,Beau,No Entry,13.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Vizsla,0.961,True,Miniature Pinscher,0.009000000000000001,True,American Staffordshire Terrier,0.009000000000000001,True,True
878776093423087618,10,Snoopy,Puppo,13.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian Greyhound,0.735,True,Whippet,0.15,True,Ibizan Hound,0.04,True,True
878281511006478336,10,Shadow,No Entry,13.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32,True,Collie,0.21600000000000005,True,Appenzeller,0.129,True,True
878057613040115712,10,Emmy,No Entry,14.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French Bulldog,0.8390000000000001,True,Boston Bull,0.079,True,Toy Terrier,0.015,True,True
877736472329191424,10,Aja,No Entry,13.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay Retriever,0.838,True,Labrador Retriever,0.062,True,Weimaraner,0.041,True,True
877556246731214848,10,Penny,No Entry,12.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995,True,Welsh Springer Spaniel,0.002,True,Bathtub,0.0,False,True
877316821321428993,10,Dante,No Entry,13.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.51,True,Italian Greyhound,0.09,True,Golden Retriever,0.079,True,True
877201837425926144,10,Nelly,No Entry,12.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.931,True,Cardigan,0.069,True,Basenji,0.0,True,True
876838120628539392,10,Ginger,Pupper,12.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.5760000000000001,True,Redbone,0.241,True,Tibetan Mastiff,0.08900000000000001,True,True
876484053909872640,10,Benedict,No Entry,13.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden Retriever,0.875,True,Irish Terrier,0.037000000000000005,True,Chow,0.017,True,True
876120275196170240,10,Venti,No Entry,13.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese Mountain Dog,0.534,True,Saint Bernard,0.34600000000000003,True,Greater Swiss Mountain Dog,0.095,True,True
875747767867523072,10,Goose,No Entry,13.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador Retriever,0.8,True,Chesapeake Bay Retriever,0.18,True,Vizsla,0.005,True,True
875144289856114688,10,Nugget,No Entry,13.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian Husky,0.245,True,Pembroke,0.224,True,Dingo,0.161,False,True
875021211251597312,10,,No Entry,12.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West Highland White Terrier,0.7140000000000001,True,Siberian Husky,0.092,True,Great Pyrenees,0.046,True,True
874680097055178752,10,Cash,No Entry,12.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador Retriever,0.836,True,Staffordshire Bullterrier,0.047,True,Beagle,0.036000000000000004,True,True
874296783580663808,10,Jed,Pupper,13.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,Cocker Spaniel,0.4370000000000001,True,Miniature Poodle,0.277,True,Toy Poodle,0.157,True,True
874012996292530176,10,Sebastian,Puppo,13.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.807,True,Pembroke,0.117,True,Kelpie,0.049,True,True
873580283840344065,10,,No Entry,13.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.679,True,Tibetan Mastiff,0.244,True,Chow,0.049,True,True
873213775632977920,10,Sierra,Pupper,12.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,Vizsla,0.62,True,Bloodhound,0.338,True,Chesapeake Bay Retriever,0.013,True,True
872967104147763200,10,,Doggo,12.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador Retriever,0.477,True,Chesapeake Bay Retriever,0.174,True,German Short-Haired Pointer,0.093,True,True
872820683541237760,10,,No Entry,13.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,Pug,0.999,True,French Bulldog,0.001,True,Bull Mastiff,0.0,True,True
872620804844003328,10,Monkey,No Entry,13.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,Cocker Spaniel,0.513,True,Sussex Spaniel,0.159,True,Standard Poodle,0.15,True,True
872486979161796608,10,,No Entry,12.0,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.932,True,Cardigan,0.038,True,Chihuahua,0.012,True,True
872261713294495745,10,Harry,No Entry,13.0,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,Labrador Retriever,0.972,True,Flat-Coated Retriever,0.008,True,Chesapeake Bay Retriever,0.006999999999999999,True,True
872122724285648897,10,Kody,No Entry,12.0,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,Basketball,0.8079999999999999,False,Pug,0.067,True,Dalmatian,0.055,True,True
871879754684805121,10,Lassie,No Entry,13.0,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland Sheepdog,0.969,True,Collie,0.018000000000000002,True,Pomeranian,0.009000000000000001,True,True
871762521631449091,10,Rover,Pupper,12.0,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador Retriever,0.921,True,Golden Retriever,0.065,True,Bloodhound,0.003,True,True
871515927908634625,10,Napolean,Doggo,12.0,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,Komondor,0.975,True,Briard,0.02,True,Swab,0.003,False,True
871032628920680449,10,Boomer,No Entry,13.0,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,Kelpie,0.398,True,Macaque,0.069,False,Dingo,0.051,False,True
870656317836468226,10,Cody,No Entry,13.0,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke,0.945,True,Cardigan,0.046,True,Beagle,0.004,True,True
870374049280663552,10,Zoey,No Entry,13.0,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,Golden Retriever,0.841,True,Great Pyrenees,0.099,True,Labrador Retriever,0.033,True,True
870308999962521604,10,Rumble,No Entry,13.0,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater Swiss Mountain Dog,0.623,True,Appenzeller,0.158,True,Entlebucher,0.14800000000000002,True,True
870063196459192321,10,Clifford,No Entry,14.0,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1,Comic Book,0.534,False,Envelope,0.281,False,Book Jacket,0.044,False,True
869772420881756160,10,Dewey,No Entry,13.0,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.98,True,Cardigan,0.019,True,Malamute,0.0,True,True
869702957897576449,10,Stanley,No Entry,13.0,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke,0.993,True,Cardigan,0.006,True,Chihuahua,0.0,True,True
869596645499047938,10,Scout,Doggo,12.0,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,Chihuahua,0.955,True,Toy Terrier,0.008,True,Muzzle,0.006,False,True
869227993411051520,10,Gizmo,No Entry,13.0,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664,True,Chihuahua,0.16899999999999998,True,Cardigan,0.133,True,True
868880397819494401,10,Walter,No Entry,14.0,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,Laptop,0.154,False,French Bulldog,0.1,True,Printer,0.077,False,True
868622495443632128,10,,No Entry,13.0,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador Retriever,0.868,True,Great Pyrenees,0.061,True,Saint Bernard,0.033,True,True
868552278524837888,10,Cooper,No Entry,12.0,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,Whippet,0.378,True,Italian Greyhound,0.276,True,American Staffordshire Terrier,0.095,True,True
867774946302451713,10,Harold,No Entry,13.0,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,Border Collie,0.662,True,Cardigan,0.17600000000000002,True,Collie,0.087,True,True
867421006826221569,10,Shikha,Puppo,12.0,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,Eskimo Dog,0.616,True,Siberian Husky,0.381,True,Malamute,0.002,True,True
866686824827068416,10,Lili,No Entry,12.0,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,Flat-Coated Retriever,0.515,True,Groenendael,0.306,True,Curly-Coated Retriever,0.061,True,True
866450705531457537,10,Jamesy,Pupper,13.0,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,French Bulldog,0.905,True,Boston Bull,0.078,True,Pug,0.002,True,True
866334964761202691,10,Coco,No Entry,12.0,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1,Samoyed,0.984,True,Pomeranian,0.008,True,Keeshond,0.003,True,True
865718153858494464,10,Boomer,No Entry,13.0,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,Golden Retriever,0.674,True,Kuvasz,0.158,True,Labrador Retriever,0.126,True,True
865359393868664832,10,Sammy,No Entry,13.0,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake Bay Retriever,0.8320000000000001,True,Labrador Retriever,0.16399999999999998,True,Weimaraner,0.003,True,True
865006731092295680,10,Nelly,No Entry,13.0,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke,0.99,True,Cardigan,0.01,True,Basenji,0.0,True,True
864279568663928832,10,Meatball,No Entry,12.0,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,Bull Mastiff,0.669,True,French Bulldog,0.181,True,Staffordshire Bullterrier,0.052000000000000005,True,True
864197398364647424,10,Paisley,No Entry,13.0,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,Golden Retriever,0.946,True,Labrador Retriever,0.021,True,Tibetan Mastiff,0.02,True,True
863907417377173506,10,Albus,No Entry,13.0,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,1,Marmot,0.359,False,Meerkat,0.175,False,Weasel,0.123,False,True
863553081350529029,10,Neptune,No Entry,13.0,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1,Eskimo Dog,0.413,True,Malamute,0.348,True,Siberian Husky,0.15,True,True
863432100342583297,10,Belle,No Entry,12.0,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1,Staffordshire Bullterrier,0.691,True,French Bulldog,0.103,True,Beagle,0.079,True,True
863079547188785154,10,,No Entry,14.0,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,1,Lakeland Terrier,0.275,True,Airedale,0.191,True,Teddy,0.103,False,True
863062471531167744,10,Quinn,No Entry,13.0,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,French Bulldog,0.936,True,Pug,0.06,True,Boxer,0.001,True,True
862831371563274240,10,Zooey,No Entry,13.0,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,Australian Terrier,0.207,True,Irish Terrier,0.156,True,German Shepherd,0.124,True,True
862722525377298433,10,Dave,No Entry,11.0,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1,Basset,0.393,True,Beagle,0.242,True,Boxer,0.078,True,True
862457590147678208,10,Jersey,No Entry,13.0,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,1,Home Theater,0.496,False,Studio Couch,0.16699999999999998,False,Barber Chair,0.053,False,True
861383897657036800,10,Hobbes,No Entry,13.0,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,Cardigan,0.7709999999999999,True,Pembroke,0.13699999999999998,True,French Bulldog,0.063,True,True
861288531465048066,10,,No Entry,13.0,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,1,Syringe,0.145,False,Oxygen Mask,0.107,False,Bouvier Des Flandres,0.083,True,True
861005113778896900,10,Burt,No Entry,12.0,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,1,German Shepherd,0.508,True,Pembroke,0.136,True,Muzzle,0.076,False,True
860563773140209665,10,Lorenzo,No Entry,13.0,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,1,Cardigan,0.584,True,Pembroke,0.056,True,Beagle,0.046,True,True
860524505164394496,10,Carl,No Entry,13.0,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,Bedlington Terrier,0.287,True,Toy Poodle,0.235,True,Lakeland Terrier,0.08800000000000001,True,True
860276583193509888,10,Jordy,No Entry,12.0,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,1,Lakeside,0.312,False,Dock,0.16,False,Canoe,0.071,False,True
859924526012018688,10,Milky,No Entry,12.0,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,French Bulldog,0.255,True,Staffordshire Bullterrier,0.193,True,Hog,0.1,False,True
